"Facility Name","CMS Certification Number (CCN)","Alternate CCN","Address","City","State","Zip Code","Network","Measure Name","Achievement Measure Ratio","SHR Measure Score","SHR Reason for No Score (See Footnotes File)","State Average SHR Measure Score","National Average SHR Measure Score"
"CONCERTO PENNSYLVANIA","732504","-","8200 FLOURTOWN AVENUE STE 3","WYNDMOOR","PA","19038","Network 4","Standardized Hospitalization Ratio","146.15","3","-","3","3"
"Concerto Utah LLC","462561","-","9253 S REDWOOD RD","West Jordan","UT","84088","Network 15","Standardized Hospitalization Ratio","96.54","9","-","6","3"
"CONCERTO WISCONSIN LLC","522617","-","13905 W BURLEIGH RD","BROOKFIELD","WI","53005","Network 11","Standardized Hospitalization Ratio","217.90","0","-","4","3"
"Connecticut Children's Medical Center","072314","-","282 WASHINGTON STREET","Hartford","CT","06106","Network 1","Standardized Hospitalization Ratio","No Rate","No Score","13","3","3"
"CONTINENTAL DIALYSIS CARE","102747","-","2000 CONTINENTAL DR STE A","WEST PALM BEACH","FL","33407","Network 7","Standardized Hospitalization Ratio","203.04","0","-","2","3"
"Continuous Care & Dialysis Services","852575","-","5040 SNAPFINGER WOODS DRIVE STE. 108","Decatur","GA","30035","Network 6","Standardized Hospitalization Ratio","197.06","2","-","3","3"
"CONWAY DIALYSIS CENTER","422542","-","838 FARRAR DRIVE","CONWAY","SC","29526","Network 6","Standardized Hospitalization Ratio","134.24","4","-","3","3"
"COOK CHILDRENS MEDICAL CENTER DIALYSIS UNIT","452358","453300","801 SEVENTH AVE","FORT WORTH","TX","76104","Network 14","Standardized Hospitalization Ratio","170.12","0","-","2","3"
"COOK COUNTY","143531","-","430 E 51ST PLACE","CHICAGO","IL","60615","Network 10","Standardized Hospitalization Ratio","133.92","4","-","3","3"
"CORAM DIALYSIS CENTER","332724","-","1500 MIDDLE COUNTRY ROAD","CENTEREACH","NY","11720","Network 2","Standardized Hospitalization Ratio","164.70","1","-","2","3"
"CORDARY DIALYSIS LLC","352505","-","1300 S COLUMBIA ROAD","Grand Forks","ND","58201","Network 11","Standardized Hospitalization Ratio","147.48","3","-","4","3"
"County Dialysis Center","203501","202304","23 NORTH STREET","PRESQUE ISLE","ME","04769","Network 1","Standardized Hospitalization Ratio","89.82","9","-","6","3"
"County of La Salle","742711","-","627 N BAYLOR STREET","Cotulla","TX","78014","Network 14","Standardized Hospitalization Ratio","No Rate","No Score","13","2","3"
"Courtland Dialysis, LLC","212703","-","7920 SCOTTS LEVEL ROAD","Baltimore","MD","21208","Network 5","Standardized Hospitalization Ratio","106.27","7","-","6","3"
"Cowry Kidney Care Douglasville LLC","852605","-","8570 HOSPITAL DR","DOUGLASVILLE","GA","30134","Network 6","Standardized Hospitalization Ratio","140.32","4","-","3","3"
"CRD ASSOCIATES LLC  CLIFFSIDE NURSING HOME","332650","-","119-19 GRAHAM COURT","FLUSHING","NY","11354","Network 2","Standardized Hospitalization Ratio","199.09","0","-","2","3"
"CRISP REGIONAL HOSPITAL DIALYSIS UNIT","112317","110104","1302 N 5TH STREET EXT","CORDELE","GA","31015","Network 6","Standardized Hospitalization Ratio","110.85","7","-","3","3"
"CROSBY DIALYSIS FACILITY","672509","-","6107 FM 2100","CROSBY","TX","77532","Network 14","Standardized Hospitalization Ratio","132.71","4","-","2","3"
"CROSSVILLE DIALYSIS CLINIC","442656","-","121 DOOLEY STREET","CROSSVILLE","TN","38555","Network 8","Standardized Hospitalization Ratio","161.01","1","-","3","3"
"CROWN DIALYSIS CENTER OF PALM BEACH LLC","682523","-","4701 N FEDERAL HIGHWAY","BOCA RATON","FL","33431","Network 7","Standardized Hospitalization Ratio","113.95","7","-","2","3"
"Cudahy Peritoneal Dialysis Center","752535","-","4566 FLORENCE AVE SUITE #3","Cudahy","CA","90201","Network 18","Standardized Hospitalization Ratio","154.37","2","-","4","3"
"CYPRESS CREEK DIALYSIS","452539","-","9449 GROGANS MILL RD","THE WOODLANDS","TX","77380","Network 14","Standardized Hospitalization Ratio","156.75","2","-","2","3"
"CYPRESS CREEK DIALYSIS CENTER","102811","-","952 CYPRESS VILLAGE BLVD","Ruskin","FL","33573","Network 7","Standardized Hospitalization Ratio","197.20","0","-","2","3"
"DADE DIALYSIS CENTER","102503","-","1494 NW 7 ST","MIAMI","FL","33125","Network 7","Standardized Hospitalization Ratio","155.28","2","-","2","3"
"Dallas County Hospital District","453519","450015","4201 BROOK SPRING DRIVE","Dallas","TX","75244","Network 14","Standardized Hospitalization Ratio","No Rate","No Score","13","2","3"
"DAMARISCOTTA DIALYSIS","202507","-","4 EDWARD AVENUE","DAMARISCOTTA","ME","04543","Network 1","Standardized Hospitalization Ratio","93.47","9","-","6","3"
"DANVILLE DIALYSIS SERVICES, LLC","142625","-","910 W CLAY STREET","DANVILLE","IL","61832","Network 10","Standardized Hospitalization Ratio","143.16","3","-","3","3"
"DANVILLE HOME DIALYSIS","492683","-","1040 MAIN ST SUITE B","DANVILLE","VA","24541","Network 5","Standardized Hospitalization Ratio","134.56","4","-","4","3"
"DARE COUNTY DIALYSIS","342598","-","115 EXETER STREET","MANTEO","NC","27954","Network 6","Standardized Hospitalization Ratio","103.70","8","-","4","3"
"DARLINGTON DIALYSIS CENTER INC","422530","-","1018 SOUTH GOVERNOR WILLIAMS HIGHWAY","DARLINGTON","SC","29532","Network 6","Standardized Hospitalization Ratio","202.55","0","-","3","3"
"DAVIE KIDNEY CENTER of Wake Forest University","342677","-","190 INTERSTATE DRIVE","MOCKSVILLE","NC","27028","Network 6","Standardized Hospitalization Ratio","161.85","1","-","4","3"
"DaVita 12th Street Covington Dialysis","182604","-","1500 JAMES SIMPSON JR. WAY, STE. 1100","COVINGTON","KY","41011","Network 9","Standardized Hospitalization Ratio","122.38","6","-","4","3"
"DaVita Abercorn Dialysis","112631","-","11706 MERCY BLVD","SAVANNAH","GA","31419","Network 6","Standardized Hospitalization Ratio","150.06","2","-","3","3"
"DaVita Aberdeen Dialysis","212650","-","780 W BEL AIR AVE","ABERDEEN","MD","21001","Network 5","Standardized Hospitalization Ratio","104.04","8","-","6","3"
"DaVita Abington Dialysis","392614","-","3940-A COMMERCE AVENUE","Willow Grove","PA","19090","Network 4","Standardized Hospitalization Ratio","154.49","2","-","3","3"
"DaVita Ace Dialysis","672756","-","14512 LEE ROAD","HUMBLE","TX","77396","Network 14","Standardized Hospitalization Ratio","257.16","0","-","2","3"
"DaVita Adams County Dialysis","142711","-","436 NORTH 10TH STREET","QUINCY","IL","62301","Network 10","Standardized Hospitalization Ratio","194.56","0","-","3","3"
"DaVita Adena Dialysis","362777","-","1180 N. BRIDGE STREET","CHILLICOTHE","OH","45601","Network 9","Standardized Hospitalization Ratio","191.27","0","-","3","3"
"DaVita Advanced Dialysis Center of Fort Lauderdale","102878","-","911 E OAKLAND PARK BLVD","OAKLAND PARK","FL","33334","Network 7","Standardized Hospitalization Ratio","214.16","0","-","2","3"
"DaVita Affinity Place Dialysis","362834","-","7700 AFFINITY PLACE","CINCINNATI","OH","45231","Network 9","Standardized Hospitalization Ratio","142.27","3","-","3","3"
"DaVita Ahoskie Dialysis","342570","-","129 HERTFORD COUNTY HIGH RD","AHOSKIE","NC","27910","Network 6","Standardized Hospitalization Ratio","109.89","7","-","4","3"
"DaVita Aiken Dialysis","422512","-","775 MEDICAL PARK DRIVE","AIKEN","SC","29801","Network 6","Standardized Hospitalization Ratio","144.59","3","-","3","3"
"DaVita Air Capital Dialysis","172572","-","1812 S SENECA ST SUITE 110","Wichita","KS","67213","Network 12","Standardized Hospitalization Ratio","178.42","0","-","4","3"
"DaVita Airport Sunrise Dialysis Center","052746","-","11300 HAWTHORNE BLVD","INGLEWOOD","CA","90304","Network 18","Standardized Hospitalization Ratio","145.38","4","-","4","3"
"DaVita Airways Dialysis","442740","-","5247 AIRWAYS BLVD","MEMPHIS","TN","38116","Network 8","Standardized Hospitalization Ratio","140.61","3","-","3","3"
"DaVita Akron Renal Center","362719","-","525 EAST MARKET STREET","AKRON","OH","44304","Network 9","Standardized Hospitalization Ratio","108.73","7","-","3","3"
"DaVita ALAFAYA DIALYSIS","682637","-","12001 SCIENCE DRIVE","ORLANDO","FL","32826","Network 7","Standardized Hospitalization Ratio","176.45","3","-","2","3"
"Davita Alamance County Dialysis","342709","-","829 S MAIN ST","GRAHAM","NC","27253","Network 6","Standardized Hospitalization Ratio","119.37","6","-","4","3"
"DaVita Alameda County Dialysis","052787","-","10700 MACARTHUR BLVD. BUILDING 7","Oakland","CA","94605","Network 17","Standardized Hospitalization Ratio","163.69","1","-","4","3"
"DaVita Alamosa Dialysis","062550","-","612 DEL SOL DR","ALAMOSA","CO","81101","Network 15","Standardized Hospitalization Ratio","61.43","10","-","6","3"
"DaVita Albany Dialysis","852519","-","244 CORDELE RD","ALBANY","GA","31705","Network 6","Standardized Hospitalization Ratio","202.12","0","-","3","3"
"DaVita Albermarle Dialysis","342708","-","101 DAVITA LANE","ELIZABETH CITY","NC","27909","Network 6","Standardized Hospitalization Ratio","156.21","2","-","4","3"
"DaVita Alexandria Dialysis","492589","-","5150 DUKE ST","ALEXANDRIA","VA","22304","Network 5","Standardized Hospitalization Ratio","105.97","7","-","4","3"
"DaVita Alger Heights Dialysis","232714","-","705 28TH ST","GRAND RAPIDS","MI","49548","Network 11","Standardized Hospitalization Ratio","117.21","6","-","3","3"
"DaVita Alhambra Dialysis Center","052707","-","1315 ALHAMBRA BLVD #100","SACRAMENTO","CA","95816","Network 17","Standardized Hospitalization Ratio","144.91","3","-","4","3"
"DaVita Alice Renal Center","452537","-","2345 ALICE REGIONAL BLVD","ALICE","TX","78332","Network 14","Standardized Hospitalization Ratio","117.52","6","-","2","3"
"DaVita Allegheny Valley Dialysis","392768","-","1618 PACIFIC AVENUE","Natrona Heights","PA","15065","Network 4","Standardized Hospitalization Ratio","179.17","0","-","3","3"
"DaVita Allendale County Dialysis","422557","-","1241 BOUNDARY ST W","FAIRFAX","SC","29827","Network 6","Standardized Hospitalization Ratio","154.26","2","-","3","3"
"DaVita Allen Dialysis","672728","-","201 SOUTH JUPITER ROAD","ALLEN","TX","75002","Network 14","Standardized Hospitalization Ratio","184.53","0","-","2","3"
"DaVita Allen Park Home Training","232747","-","16407 SOUTHFIELD RD.","Allen Park","MI","48101","Network 11","Standardized Hospitalization Ratio","129.41","5","-","3","3"
"DaVita Alliance Community Dialysis","362669","-","270 E STATE STREET, SUITE 110","ALLIANCE","OH","44601","Network 9","Standardized Hospitalization Ratio","138.22","4","-","3","3"
"DaVita Alma Dialysis","232676","-","1730 WRIGHT AVE","ALMA","MI","48801","Network 11","Standardized Hospitalization Ratio","151.16","2","-","3","3"
"DaVita Almond Wood Dialysis","552564","-","501 E ALMOND AVENUE","MADERA","CA","93637","Network 17","Standardized Hospitalization Ratio","133.83","4","-","4","3"
"DaVita Alpena Dialysis","232553","-","301 OXBOW DR","ALPENA","MI","49707","Network 11","Standardized Hospitalization Ratio","120.37","6","-","3","3"
"DaVita Alsip HT at Home","142808","-","11500 S. PULASKI ROAD","ALSIP","IL","60803","Network 10","Standardized Hospitalization Ratio","151.79","2","-","3","3"
"DaVita Alton Dialysis","142619","-","309 HOMER ADAMS PARKWAY","ALTON","IL","62002","Network 10","Standardized Hospitalization Ratio","174.63","0","-","3","3"
"DaVita Alvarado Park Home Training","752512","-","2415 SAN PABLO ROAD, SUITE 504","SAN PABLO","CA","94806","Network 17","Standardized Hospitalization Ratio","115.97","6","-","4","3"
"DaVita Amarillo Dialysis","452866","-","8604 SOUTH COULTER STREET","AMARILLO","TX","79119","Network 14","Standardized Hospitalization Ratio","140.48","4","-","2","3"
"DaVita Amelia Dialysis","492583","-","15151 PATRICK HENRY HWY","AMELIA COURT HOUSE","VA","23002","Network 5","Standardized Hospitalization Ratio","227.07","0","-","4","3"
"DaVita Americas Dialysis","672692","-","715 N. AMERICAS AVE.","EL PASO","TX","79907","Network 14","Standardized Hospitalization Ratio","221.83","0","-","2","3"
"DaVita Americus Dialysis","112528","-","227 N LEE STREET","AMERICUS","GA","31709","Network 6","Standardized Hospitalization Ratio","148.85","3","-","3","3"
"DaVita Amery Dialysis","522575","-","970 ELDEN AVE","AMERY","WI","54001","Network 11","Standardized Hospitalization Ratio","117.97","6","-","4","3"
"DaVita Ames Mary Greeley Dialysis","162549","-","2322 E. 13TH ST.","AMES","IA","50010","Network 12","Standardized Hospitalization Ratio","173.47","0","-","6","3"
"DaVita Amherst Dialysis","362766","-","3200 COOPER FOSTER PARK RD. W.","LORAIN","OH","44053","Network 9","Standardized Hospitalization Ratio","146.38","3","-","3","3"
"DaVita Anadarko Dialysis Center","372575","-","414 SE 11TH","ANADARKO","OK","73005","Network 13","Standardized Hospitalization Ratio","129.36","5","-","2","3"
"DaVita Anaheim Dialysis","052734","-","1341 W. LA PALMA AVENUE","Anaheim","CA","92801","Network 18","Standardized Hospitalization Ratio","147.06","3","-","4","3"
"DaVita Anaheim Hills Dialysis","552545","-","4201 E. LA PALMA AVENUE","Anaheim","CA","92807","Network 18","Standardized Hospitalization Ratio","87.55","10","-","4","3"
"DaVita Anaheim Springs Dialysis","552766","-","1324 S EUCLID STREET","ANAHEIM","CA","92802","Network 18","Standardized Hospitalization Ratio","116.46","6","-","4","3"
"DaVita Anaheim West Dialysis","552676","-","1821 W. LINCOLN AVENUE","Anaheim","CA","92801","Network 18","Standardized Hospitalization Ratio","151.07","2","-","4","3"
"DaVita Anderson Dialysis Center","362715","-","7502 STATE ROAD SUITE, 1160","ANDERSON","OH","45255","Network 9","Standardized Hospitalization Ratio","123.60","5","-","3","3"
"DaVita Andover Dialysis","172557","-","626 S ANDOVER RD SUITE 900","ANDOVER","KS","67002","Network 12","Standardized Hospitalization Ratio","118.33","6","-","4","3"
"DaVita Angleton Dialysis","672524","-","102 E. HOSPITAL DRIVE","ANGLETON","TX","77515","Network 14","Standardized Hospitalization Ratio","134.56","4","-","2","3"
"DaVita Ankeny Dialysis","162557","-","2625 N ANKENY BLVD","ANKENY","IA","50023","Network 12","Standardized Hospitalization Ratio","149.15","2","-","6","3"
"DaVita Annandale Dialysis","492724","-","7060 COLUMBIA PIKE","Annandale","VA","22003","Network 5","Standardized Hospitalization Ratio","83.59","10","-","4","3"
"DaVita Annapolis Dialysis","212682","-","1127 WEST ST STE 100","ANNAPOLIS","MD","21401","Network 5","Standardized Hospitalization Ratio","101.53","8","-","6","3"
"DaVita Ann Arbor Dialysis","232687","-","3147 OAK VALLEY DR","ANN ARBOR","MI","48108","Network 11","Standardized Hospitalization Ratio","133.75","4","-","3","3"
"DaVita Anniston Dialysis","012666","-","1612 NOBLE STREET","ANNISTON","AL","36201","Network 8","Standardized Hospitalization Ratio","112.45","7","-","4","3"
"DaVita Antelope Dialysis Center","052663","-","6406 TUPELO DRIVE STE-A","CITRUS HEIGHTS","CA","95621","Network 17","Standardized Hospitalization Ratio","120.75","6","-","4","3"
"DaVita Antelope Valley Dialysis","052521","-","1759 W. AVENUE J, SUITE 102","Lancaster","CA","93534","Network 18","Standardized Hospitalization Ratio","169.40","0","-","4","3"
"DaVita Anthem Village Dialysis","292522","-","2530 ANTHEM VILLAGE DR","HENDERSON","NV","89052","Network 15","Standardized Hospitalization Ratio","171.02","0","-","2","3"
"DaVita Antioch Dialysis Center","052841","-","3100 DELTA FAIR BLVD","ANTIOCH","CA","94509","Network 17","Standardized Hospitalization Ratio","154.72","2","-","4","3"
"DaVita Apopka Dialysis","102829","-","9200 BEAR LAKE ROAD","APOPKA","FL","32703","Network 7","Standardized Hospitalization Ratio","178.31","2","-","2","3"
"DaVita Appalachian Dialysis","442567","-","503 ELM AVENUE","NEW TAZEWELL","TN","37825","Network 8","Standardized Hospitalization Ratio","125.47","5","-","3","3"
"DaVita Apple Avenue Dialysis","232678","-","2480 E APPLE AVE","MUSKEGON","MI","49442","Network 11","Standardized Hospitalization Ratio","96.96","8","-","3","3"
"DaVita Appleseed Dialysis","152649","-","1833 MAGNAVOX WAY","FORT WAYNE","IN","46804","Network 9","Standardized Hospitalization Ratio","189.22","0","-","4","3"
"DaVita Apple Valley Dialysis","362802","-","1485 COSHOCTON ROAD","MOUNT VERNON","OH","43050","Network 9","Standardized Hospitalization Ratio","196.56","0","-","3","3"
"DaVita Arbor Place Dialysis","112807","-","9559 HIGHWAY 5 STE #1","DOUGLASVILLE","GA","30135","Network 6","Standardized Hospitalization Ratio","130.49","5","-","3","3"
"DaVita Arcadia Dialysis Center","102757","-","1341 E OAK ST","ARCADIA","FL","34266","Network 7","Standardized Hospitalization Ratio","169.07","0","-","2","3"
"DaVita Arcadia Oaks Dialysis","552787","-","721 W HUNTINGTON DRIVE","ARCADIA","CA","91007","Network 18","Standardized Hospitalization Ratio","115.36","6","-","4","3"
"DaVita Archway Dialysis of Modesto","552760","-","3001 HEALTH CARE WAY","MODESTO","CA","95356","Network 17","Standardized Hospitalization Ratio","170.57","0","-","4","3"
"DaVita ARCHWAY MODESTO HOME TRAINING","552765","-","3001 HEALTH CARE WAY BLDG 200","MODESTO","CA","95356","Network 17","Standardized Hospitalization Ratio","249.10","0","-","4","3"
"DaVita Arden Dialysis Center","342756","-","2621 HENDERSONVILLE ROAD","Arden","NC","28704","Network 6","Standardized Hospitalization Ratio","143.14","3","-","4","3"
"DaVita Arden Hills Dialysis Unit","242518","-","3900 NORTHWOODS DR STE 110","ARDEN HILLS","MN","55112","Network 11","Standardized Hospitalization Ratio","170.45","0","-","4","3"
"DaVita Ardmore Dialysis Ranch","372582","-","2617 CROSSROADS DR","ARDMORE","OK","73401","Network 13","Standardized Hospitalization Ratio","209.00","0","-","2","3"
"DaVita Arena Dialysis","552847","-","2980 ADVANTAGE WAY","SACRAMENTO","CA","95834","Network 17","Standardized Hospitalization Ratio","131.48","5","-","4","3"
"DaVita Arlington Dialysis","492559","-","4805 FIRST ST NORTH","ARLINGTON","VA","22203","Network 5","Standardized Hospitalization Ratio","148.46","3","-","4","3"
"DaVita Arlington Heights Renal Center","142628","-","17 W GOLF ROAD","ARLINGTON HEIGHTS","IL","60005","Network 10","Standardized Hospitalization Ratio","148.28","5","-","3","3"
"DaVita Arnold Dialysis","262647","-","102 RICHARDSON XING","ARNOLD","MO","63010","Network 12","Standardized Hospitalization Ratio","164.40","1","-","2","3"
"DaVita Arrowhead Lakes Dialysis Center","032604","-","20325 N 51ST AVE STE 186 BLDG 11","GLENDALE","AZ","85308","Network 15","Standardized Hospitalization Ratio","189.16","0","-","3","3"
"DaVita Artesia Dialysis","322537","-","1903 W. MAIN STREET","Artesia","NM","88210","Network 15","Standardized Hospitalization Ratio","124.15","5","-","5","3"
